Programme;Acronym;Project Partner;Lead Partner;Street;Postal code;Town;Country;Website;Department;Legal Status;Country code;NUTS1 (or equivalent);NUTS2 (or equivalent);NUTS3 (or equivalent)
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Republic Hydrometeorological Service of Serbia;No;Kneza Višeslava 66,;11030;Belgrade;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Centre of Excellence for Space Sciences and Technologies;No;Aškerčeva cesta 12;1000;Ljubljana;Slovenia;http://www.interreg-danube.eu;;public;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI04  / Zahodna Slovenija;SI041  / Osrednjeslovenska
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Faculty of Agriculture, University of Novi Sad;No;Trg D. Obradovica , 8;21000;Novi Sad;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Meteorological and Hydrological Service;No;Grič , 3;10000;Zagreb;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR041  / Grad Zagreb
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Global Change Research Institute CAS;No;Bělidla 986/4b;603 00;Brno;Czech Republic;http://www.interreg-danube.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ06  / Jihovýchod;CZ064  / Jihomoravský kraj
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;EODC Earth Observation Data Centre for Water Resources Monitoring GmbH;No;Franz-Grill-Straße 9;1030;Wien;Austria;http://www.interreg-danube.eu;;private;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Vienna University of Technology;No;Karlsplatz , 13;1040;Vienna;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Global Water Partnership Central and Eastern Europe;No;Jeseniova , 17;833 15;Bratislava;Slovakia;http://www.interreg-danube.eu;;private;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Republic Hydro-meteorological Service of Republic of Srpska;No;Put banjalučkog odreda b.b.;78000;Banja Luka;Bosnia and Herzegovina;http://www.interreg-danube.eu;;public;BA  / Bosnia and Herzegovina;;;
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Institute of Hydrometeorology and Seismology;No;IV Proleterske 19;81000;Podgorica;Montenegro;http://www.interreg-danube.eu;;public;ME Montenegro / CRNA GORA;ME0  / CRNA GORA;ME00  / Crna Gora;ME000  / Crna Gora
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Slovak Hydrometeorological Institute;No;Jeséniova 17;833 15;Bratislava;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Hungarian Meteorological Service;No;Kitaibel Pál utca 1;H-1024;Budapest;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;National Meteorological Administration;No;Sos. Bucuresti-Ploiesti no 97;13686;Bucharest;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO3  / MACROREGIUNEA TREI;RO32  / Bucureşti - Ilfov;RO322  / Ilfov
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Maritime School Bratislava;No;Svornosti 41;821 06;Bratislava;Slovakia;http://www.interreg-danube.eu;;private;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Port Governance Agency;No;Nemanjina 4;11000;Belgrade;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Faculty of Transport and Traffic Sciences;No;Vukelićeva 4;10000;Zagreb;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR041  / Grad Zagreb
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Austrian Waterway Company;No;Donau-City-Strasse 1;1220;Vienna;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Executive Agency Maritime Administration;No;Dyakon Ignatii Str. 9;1000;Sofia;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;National Association of Radio Distress-signalling and Infocommunications;No;Elnök 1;1089;Budapest;Hungary;http://www.interreg-danube.eu;;private;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Development Centre for Ship Technology and Transport Systems;No;Oststrasse 77;D-47057;Duisbur;Germany;http://www.interreg-danube.eu;;private;DE Germany / DEUTSCHLAND;DEA  / NORDRHEIN-WESTFALEN;DEA1  / Düsseldorf;DEA12  / Duisburg, Kreisfreie Stadt
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;University of Applied Sciences Upper Austria Research & Development Ltd.;No;Franz-Fritsch-Straße 11/Top3;4600;Wels;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT3  / WESTÖSTERREICH;AT31  / Oberösterreich;AT312  / Linz-Wels
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;University of Transport „Todor Kableshkov“;No;Geo Milev 158;1574;Sofia;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Union of Inland Ports;No;Basarabiei Str. 1;800201;Galati;Romania;http://www.interreg-danube.eu;;private;RO Romania / ROMÂNIA;RO2  / MACROREGIUNEA DOI;RO22  / Sud-Est;RO224  / Galaţi
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Inland Navigation Development Centre Ltd.;No;Trnjanska cesta 37;10 000;Zagreb;Croatia;http://www.interreg-danube.eu;;private;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR041  / Grad Zagreb
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Romanian Ministry of Transport;No;Dinicu Golescu Blvd. 38;10873;Bucharest;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO3  / MACROREGIUNEA TREI;RO32  / Bucureşti - Ilfov;RO322  / Ilfov
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;School of shipping, shipbuilding and hydro building;No;Milosa Pocerca 2;11000;Belgrade;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-044-4.1 - Danube SKILLS;Ministry of Transport and Construction of the Slovak Republic- as legal successor of Waterborne Transport Development Agency;No;Námestie slobody 6;810 05;Bratislava;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-147-2.2 INSiGHTS;University of Natural Resources and Life Sciences Vienna;No;Gregor Mendel Straße 33;1180;Wien;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-147-2.2 INSiGHTS;Development centre of the Heart of Slovenia;No;Kidričeva cesta 1;1270;Litija;Slovenia;http://www.interreg-danube.eu;;public;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI03  / Vzhodna Slovenija;SI035  / Zasavska
2014 - 2020 INTERREG VB Danube;DTP1-147-2.2 INSiGHTS;Regional Economic Development Agency for Šumadija and Pomoravlje;No;Kralja Petra I 22;34000;Kragujevac;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-147-2.2 INSiGHTS;Local Action Group “Central Istria”;No;154. brigade Hrvatske vojske , 5;52 000;Pazin;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR03  / Jadranska Hrvatska;HR036  / Istarska županija
2014 - 2020 INTERREG VB Danube;DTP1-147-2.2 INSiGHTS;Donautal-Aktiv e.V. Registered Association;No;Hauptstraße 16;89431;Bächingen;Germany;http://www.interreg-danube.eu;;private;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE27  / Schwaben;DE277  / Dillingen a.d. Donau
2014 - 2020 INTERREG VB Danube;DTP1-147-2.2 INSiGHTS;Regional Development Agency with Business Support Centre for Small and Medium-sized Enterprises;No;"""Tsar Boris III Obedinitel"" Blvd 37, Pavilion 27";4003;Plovdiv;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG42  / Южен централен (Yuzhen tsentralen);BG421  / Пловдив (Plovdiv)
2014 - 2020 INTERREG VB Danube;DTP1-147-2.2 INSiGHTS;Zala County Government;No;Kosztolányi u. 10;8900;Zalaegerszeg;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU2  / DUNÁNTÚL;HU22  / Nyugat-Dunántúl;HU223  / Zala
2014 - 2020 INTERREG VB Danube;DTP1-147-2.2 INSiGHTS;Harghita County Council;No;Piata Libertatii 5;530140;Miercurea Ciuc;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO1  / MACROREGIUNEA UNU;RO12  / Centru;RO124  / Harghita
2014 - 2020 INTERREG VB Danube;DTP1-147-2.2 INSiGHTS;CEEweb for Biodiversity;No;Széher út 40;1021;Budapest;Hungary;http://www.interreg-danube.eu;;private;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-050-3.1 DBS Gateway Region;Bulgarian Ports Infrastructure Company;No;Shipchenski prohod blvd. 69;1574;Sofia;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
2014 - 2020 INTERREG VB Danube;DTP1-050-3.1 DBS Gateway Region;Municipality of Galati;No;Domneasca 38;800008;Galati;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO2  / MACROREGIUNEA DOI;RO22  / Sud-Est;RO224  / Galaţi
2014 - 2020 INTERREG VB Danube;DTP1-050-3.1 DBS Gateway Region;Port Authority Vukovar;No;Parobrodarska 5;32000;Vukovar;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR04C  / Vukovarsko-srijemska županija
2014 - 2020 INTERREG VB Danube;DTP1-050-3.1 DBS Gateway Region;University of Novi Sad, Faculty of Technical Sciences;No;Trg Dositeja Obradovica 6;, 21 000;Novi Sad;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-050-3.1 DBS Gateway Region;Municipality of Burgas;No;Alexandrovska 26;8000;Burgas;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG3  / СЕВЕРНА И ЮГОИЗТОЧНА БЪЛГАРИЯ (SEVERNA I YUGOIZTOCHNA BULGARIA);BG34  / Югоизточен (Yugoiztochen);BG341  / Бургас (Burgas)
2014 - 2020 INTERREG VB Danube;DTP1-050-3.1 DBS Gateway Region;Freeport of Budapest Logistics Ltd;No;Weiss Manfred 5 - 7;1211;Budapest;Hungary;http://www.interreg-danube.eu;;private;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-050-3.1 DBS Gateway Region;Municipality of Varna;No;Osmi Primorski Polk Blvd 43;9000;Varna;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG3  / СЕВЕРНА И ЮГОИЗТОЧНА БЪЛГАРИЯ (SEVERNA I YUGOIZTOCHNA BULGARIA);BG33  / Североизточен (Severoiztochen);BG331  / Варна (Varna)
2014 - 2020 INTERREG VB Danube;DTP1-050-3.1 DBS Gateway Region;UIV Urban Innovation Vienna;No;Operngasse 17--21;1040;Vienna;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-050-3.1 DBS Gateway Region;Public Ports, jsc;No;Prístavná 10;821 09;Bratislava;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Cantonal Public Institution for the Protected Natural Areas Sarajevo;No;Branilaca Sarajeva 28/1;71000;Sarajevo;Bosnia and Herzegovina;http://www.interreg-danube.eu;;public;BA  / Bosnia and Herzegovina;;;
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Global Nature Fund – International Foundation for Environment and Nature;No;Fritz - Reichle - Ring 4;;Radolfzell;Germany;http://www.interreg-danube.eu;;private;DE Germany / DEUTSCHLAND;DE1  / BADEN-WÜRTTEMBERG;DE13  / Freiburg;DE138  / Konstanz
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Kalkalpen National Park;No;Nationalpark Allee 1;4591;Molln;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT3  / WESTÖSTERREICH;AT31  / Oberösterreich;AT314  / Steyr-Kirchdorf
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Parks Dinarides – Network of Protected Areas of Dinarides;No;Trg Vojvode Bećir-bega Osmanagića 16;81 000;Podgorica;Montenegro;http://www.interreg-danube.eu;;public;ME Montenegro / CRNA GORA;ME0  / CRNA GORA;ME00  / Crna Gora;ME000  / Crna Gora
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;RNP Romsilva - Apuseni Nature Park Administration R.A.;No;Loc. Sudrigiu, 136;COD 417419;Com. Rieni, Jud. Bihor;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO1  / MACROREGIUNEA UNU;RO11  / Nord-Vest;RO111  / Bihor
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Centre for Ecological Research, Hungarian Academy of Sciences;No;Klebelsberg Kunó u. 3;8237;Tihany;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU2  / DUNÁNTÚL;HU21  / Közép-Dunántúl;HU213  / Veszprém
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Notranjska Regional Park;No;Tabor 42;1380;Cerknica;Slovenia;http://www.interreg-danube.eu;;public;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI03  / Vzhodna Slovenija;SI038  / Primorsko-notranjska
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Public utility „National park Tara”;No;Milenka Topalovica 3;31250;Bajina Basta;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Public Institution „Nature Park Žumberak - Samoborsko gorje“;No;Sošice BB;10457;Sošice;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR042  / Zagrebačka županija
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Bükk National Park Directorate;No;Sánc u. 6;3304;Eger;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU3  / ALFÖLD ÉS ÉSZAK;HU31  / Észak-Magyarország;HU312  / Heves
2014 - 2020 INTERREG VB Danube;DTP1-159-2.2 ECO KARST;Center for energy, environment and resources;No;Nova 24;71000;Sarajevo;Bosnia and Herzegovina;http://www.interreg-danube.eu;;private;BA  / Bosnia and Herzegovina;;;
2014 - 2020 INTERREG VB Danube;DTP1-278-1.1 ACCELERATOR;Association of Small- and Medium Size Enterprises of Covasna County ASIMCOV;No;Presei Street nr. 4,;520064;Sfantu Gheorghe;Romania;http://www.interreg-danube.eu;;private;RO Romania / ROMÂNIA;RO1  / MACROREGIUNEA UNU;RO12  / Centru;RO123  / Covasna
2014 - 2020 INTERREG VB Danube;DTP1-278-1.1 ACCELERATOR;Institute for Entrepreneurship Research;No;Ulica škofa Maksimiljana Držečnika 6.;2000;Maribor;Slovenia;http://www.interreg-danube.eu;;private;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI03  / Vzhodna Slovenija;SI032  / Podravska
2014 - 2020 INTERREG VB Danube;DTP1-278-1.1 ACCELERATOR;DEX Innovation Centre;No;Rumjancevova 696/3;46001;Liberec 1;Czech Republic;http://www.interreg-danube.eu;;private;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ05  / Severovýchod;CZ051  / Liberecký kraj
2014 - 2020 INTERREG VB Danube;DTP1-278-1.1 ACCELERATOR;Development Agency of Serbia;No;Resavska , 13 – 15/II;;Belgrade;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-278-1.1 ACCELERATOR;Technology Park Ljubljana Ltd.;No;Tehnoloski park , 19;1000;Ljubljana;Slovenia;http://www.interreg-danube.eu;;public;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI04  / Zahodna Slovenija;SI041  / Osrednjeslovenska
2014 - 2020 INTERREG VB Danube;DTP1-278-1.1 ACCELERATOR;Technology Center Sofia Ltd.;No;Magnaurska shkola , 11/312;;BG-1784 Sofia;Bulgaria;http://www.interreg-danube.eu;;private;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
2014 - 2020 INTERREG VB Danube;DTP1-278-1.1 ACCELERATOR;Central-Transdanubian Regional Innovation Agency Nonprofit Ltd.;No;Seregélyesi út 113;8000;Székesfehérvár;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU2  / DUNÁNTÚL;HU21  / Közép-Dunántúl;HU211  / Fejér
2014 - 2020 INTERREG VB Danube;DTP1-278-1.1 ACCELERATOR;FH JOANNEUM GESELLSCHAFT M.B.H.;No;Alte Poststrasse 149;8020;Graz;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT2  / SÜDÖSTERREICH;AT22  / Steiermark;AT221  / Graz
2014 - 2020 INTERREG VB Danube;DTP1-278-1.1 ACCELERATOR;Republic Agency for the Development of Small and Medium Enterprises;No;Save Mrkalja 16;78 000;Banja Luka;Bosnia and Herzegovina;http://www.interreg-danube.eu;;public;BA  / Bosnia and Herzegovina;;;
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;CENIA, Czech Environmental Information Agency;No;Vršovická 1442/65;100 10;Praha 10;Czech Republic;http://www.interreg-danube.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ02  / Střední Čechy;CZ020  / Středočeský kraj
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;aiforia GmbH;No;Moltkestrasse 18;79098;Freiburg;Germany;http://www.interreg-danube.eu;;private;DE Germany / DEUTSCHLAND;DE1  / BADEN-WÜRTTEMBERG;DE13  / Freiburg;DE131  / Freiburg im Breisgau, Stadtkreis
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;Institute for Strategic Studies and Prognoses;No;Crnogorskih Serdara 63;;Podgorica;Montenegro;http://www.interreg-danube.eu;;private;ME Montenegro / CRNA GORA;ME0  / CRNA GORA;ME00  / Crna Gora;ME000  / Crna Gora
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;Institute for Spatial Planning of the Koprivnica-Križevci County;No;Florijanski trg 4;48000;Koprivnica;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR045  / Koprivničko-križevačka županija
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;First Hungarian Responsible Innovation Association;No;Agyagos u. 4/B, 4/12;H-6723;Szeged;Hungary;http://www.interreg-danube.eu;;private;HU Hungary / MAGYARORSZÁG;HU3  / ALFÖLD ÉS ÉSZAK;HU33  / Dél-Alföld;HU333  / Csongrád
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;Lechner Non-profit Ltd.;No;Budafoki út 59;1111;Budapest;Hungary;http://www.interreg-danube.eu;;private;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;Technical University of Kosice;No;Letná 9;042 00;Košice;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK04  / Východné Slovensko;SK042  / Košický kraj
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;Institute of Architecture and Urban & Spatial Planning of Serbia;No;Bulevar kralja Aleksandra 73/2;11000;Belgrade;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;Federal Ministry of Physical Planning;No;Marka Marulica 2;;Sarajevo;Bosnia and Herzegovina;http://www.interreg-danube.eu;;public;BA  / Bosnia and Herzegovina;;;
2014 - 2020 INTERREG VB Danube;DTP1-270-4.1 ATTRACTIVE DANUBE;Bulgaria Economic Forum;No;Vitosha Blvd., floor 4, 86;1463;Sofia;Bulgaria;http://www.interreg-danube.eu;;private;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
